Setting up watches.  Beware: since -r was given, this may take a while!
Watches established.
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/requirements.txt MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/requirements.txt CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/Dockerfile CREATE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/Dockerfile OPEN
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/Dockerfile MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/Dockerfile CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/models.py CREATE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/models.py OPEN
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/models.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/models.py CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/__init__.py CREATE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/__init__.py OPEN
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/__init__.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/__init__.py CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py CREATE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py OPEN
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/app.py CREATE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/app.py OPEN
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/app.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/app.py CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /etc/nsswitch.conf OPEN
2026-08-23T13:20:55 /etc/nsswitch.conf ACCESS
2026-08-23T13:20:55 /etc/nsswitch.conf CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /etc/passwd OPEN
2026-08-23T13:20:55 /etc/passwd ACCESS
2026-08-23T13:20:55 /etc/passwd CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py OPEN
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py ACCESS
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py OPEN
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py CLOSE_WRITE,CLOSE
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /etc/nsswitch.conf OPEN
2026-08-23T13:20:55 /etc/nsswitch.conf ACCESS
2026-08-23T13:20:55 /etc/nsswitch.conf CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /etc/passwd OPEN
2026-08-23T13:20:55 /etc/passwd ACCESS
2026-08-23T13:20:55 /etc/passwd CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /etc/ld.so.cache OPEN
2026-08-23T13:20:55 /etc/ld.so.cache CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py OPEN
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py ACCESS
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py CLOSE_NOWRITE,CLOSE
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py OPEN
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py MODIFY
2026-08-23T13:20:55 /workspace/app/15Flask/day04/cart_options/views.py CLOSE_WRITE,CLOSE
